ZIPCODE,NAICS2012_11,NAICS2012_71,NAICS2012_61,NAICS2012_52,NAICS2012_62,NAICS2012_51,NAICS2012_21,NAICS2012_54,LAT,LON,STATE,ESTMTD_POP_2015
23431,0,1,1,0,1,0,1,0,36.98,-76.61,VA,465
23432,0,0,0,0,1,1,1,3,36.88,-76.55,VA,1380
23433,0,2,0,0,0,1,0,4,36.92,-76.46,VA,1230
23434,1,7,9,59,128,10,0,64,36.7,-76.63,VA,44030
23435,1,8,6,25,68,7,0,56,36.84,-76.48,VA,28450
23436,0,0,0,0,0,1,0,1,36.89,-76.51,VA,880
23437,1,1,0,1,1,1,0,1,36.63,-76.8,VA,3850
23438,0,0,0,0,1,1,0,0,36.58,-76.7,VA,1580
23439,0,0,1,2,1,0,0,1,36.7,-76.63,VA,1016
23441,0,0,0,0,1,0,0,0,37.71,-75.7,VA,555
23442,0,0,0,0,0,1,0,0,37.89,-75.54,VA,940
23443,2,0,0,0,0,0,0,0,37.18,-75.95,VA,194
23450,0,0,0,1,3,0,0,2,36.73,-76.04,VA,851
23451,1,58,16,71,76,16,0,207,36.87,-76.01,VA,38640
23452,1,23,35,206,214,28,0,347,36.85,-76.09,VA,55050
23453,1,4,4,12,28,3,0,35,36.78,-76.08,VA,34280
23454,2,26,20,61,217,23,1,142,36.82,-76.03,VA,54520
23455,1,13,15,59,136,13,0,126,36.89,-76.15,VA,44350
23456,4,32,17,30,106,20,0,108,36.73,-76.04,VA,54370
23457,0,1,1,3,2,1,0,4,36.61,-76.02,VA,4290
23459,0,1,0,0,0,0,0,22,36.92,-76.02,VA,589
23460,0,0,3,1,1,1,0,15,36.81,-76.03,VA,865
23461,0,0,1,1,1,0,0,18,36.78,-75.96,VA,282
23462,0,23,38,185,191,40,0,259,36.84,-76.15,VA,57900
23463,0,0,0,0,0,2,0,1,36.73,-76.04,VA,57
23464,0,14,18,69,108,11,0,104,36.8,-76.19,VA,70320
23466,1,0,0,0,1,0,0,0,36.73,-76.04,VA,604
23467,0,0,1,0,0,0,0,1,36.73,-76.04,VA,508
23471,0,0,0,1,0,0,0,1,36.73,-76.04,VA,824
23480,0,1,0,0,0,0,0,1,37.62,-75.69,VA,372
23486,1,0,0,0,0,0,0,0,37.51,-75.81,VA,227
23487,2,0,0,5,7,2,0,9,36.8,-76.73,VA,5830
23501,0,2,0,1,1,1,0,0,36.84,-76.28,VA,893
23502,0,6,8,56,131,15,0,102,36.86,-76.2,VA,18330
23503,1,7,2,13,14,1,0,16,36.95,-76.27,VA,26560
23504,0,2,4,4,43,3,0,10,36.86,-76.27,VA,17130
23505,0,5,12,28,84,1,0,46,36.91,-76.29,VA,23260
23506,0,0,0,0,1,0,0,0,36.84,-76.28,VA,0
23507,0,3,2,4,55,0,0,24,36.86,-76.3,VA,4990
23508,0,2,7,5,15,3,0,26,36.88,-76.31,VA,12100
23509,0,2,5,6,12,1,0,11,36.88,-76.26,VA,11540
23510,0,22,4,86,69,107,0,222,36.85,-76.29,VA,5390
23511,0,0,5,7,3,2,0,94,36.91,-76.33,VA,2160
23513,0,0,7,17,27,20,0,44,36.89,-76.24,VA,26870
23514,0,0,0,0,0,0,0,2,36.84,-76.28,VA,242
23515,0,0,0,0,1,0,0,0,36.84,-76.28,VA,59
23517,0,6,8,20,42,4,0,32,36.87,-76.29,VA,3980
23518,0,9,6,33,37,6,0,47,36.92,-76.22,VA,27510
23521,0,0,2,0,4,0,0,9,36.84,-76.28,VA,1005
23523,0,0,0,1,7,0,1,1,36.84,-76.28,VA,6450
23541,0,0,0,1,2,0,0,0,36.84,-76.28,VA,408
23551,0,0,0,1,0,1,0,33,36.92,-76.29,VA,151
23601,1,9,11,38,62,9,0,54,37.04,-76.48,VA,22830
23602,0,12,10,40,71,7,1,36,37.11,-76.52,VA,38050
23603,0,0,0,0,1,3,0,3,37.19,-76.56,VA,3380
23604,0,0,5,2,4,0,0,21,37.12,-76.59,VA,3740
23605,0,2,2,14,18,10,0,9,37.02,-76.44,VA,12470
23606,0,16,27,115,166,10,0,194,37.07,-76.51,VA,24320
23607,3,6,6,8,28,6,0,21,36.97,-76.42,VA,17310
23608,0,6,4,24,56,8,0,27,37.15,-76.54,VA,40660
23609,0,1,1,0,1,0,0,0,37.07,-76.51,VA,526
23612,0,0,0,0,1,0,0,0,37.07,-76.51,VA,163
23630,0,0,0,0,0,0,0,1,37.04,-76.29,VA,0
23651,0,0,0,2,2,1,0,4,37.01,-76.3,VA,460
23661,1,3,4,4,14,2,0,22,37.01,-76.39,VA,11930
23662,0,1,2,9,11,2,0,17,37.12,-76.34,VA,11650
23663,0,1,1,10,8,2,0,7,37.03,-76.31,VA,11680
23664,3,4,1,4,8,0,0,7,37.04,-76.29,VA,9070
23665,0,0,4,1,4,0,0,53,37.08,-76.37,VA,5740
23666,0,13,17,61,174,27,0,108,37.06,-76.41,VA,46400
23667,0,0,0,1,3,0,0,1,37.04,-76.29,VA,48
23668,1,0,1,0,0,0,0,0,37.04,-76.29,VA,55
23669,0,14,9,36,41,7,0,70,37.05,-76.34,VA,34650
23670,0,1,0,0,0,0,0,0,37.04,-76.29,VA,338
23681,0,0,0,2,0,0,0,18,37.04,-76.29,VA,0
23690,0,2,1,1,3,1,0,3,37.23,-76.5,VA,3130
23691,0,0,0,1,1,0,0,10,37.26,-76.55,VA,230
23692,1,10,7,21,40,6,0,51,37.19,-76.46,VA,18480
23693,1,11,6,21,24,5,0,65,37.12,-76.45,VA,23020
23696,2,0,0,2,3,0,0,6,37.19,-76.43,VA,3620
23701,0,8,5,23,42,6,0,28,36.81,-76.37,VA,21090
23702,0,3,1,7,7,0,0,9,36.8,-76.33,VA,10350
23703,0,4,4,12,50,2,0,24,36.89,-76.37,VA,24210
23704,0,8,1,17,62,7,0,54,36.82,-76.31,VA,14980
23705,0,0,0,1,2,0,0,1,36.83,-76.29,VA,327
23707,0,4,1,12,57,0,0,20,36.84,-76.34,VA,12410
23708,0,0,0,3,3,0,0,6,36.85,-76.31,VA,278
23709,0,0,0,0,1,0,0,15,36.81,-76.31,VA,57
23801,0,0,2,2,1,1,0,17,37.23,-77.33,VA,5800
23803,0,5,5,20,80,5,1,27,37.21,-77.5,VA,32950
23804,0,1,0,0,2,0,0,2,37.2,-77.39,VA,594
23805,0,4,1,24,66,0,0,20,37.2,-77.39,VA,17430
23821,1,0,0,0,1,1,0,1,36.86,-77.88,VA,1330
23824,3,3,3,13,16,5,0,14,37.07,-78,VA,6130
23827,0,0,0,1,1,1,0,1,36.57,-77.19,VA,1140
23828,0,0,0,0,0,0,0,1,36.56,-77.24,VA,350
23829,1,0,0,1,0,0,0,3,36.71,-77.2,VA,1060
23830,0,0,0,1,0,0,0,2,37.03,-77.4,VA,1530
23831,0,7,7,45,72,7,1,58,37.35,-77.43,VA,34110
23832,2,7,11,37,59,8,0,103,37.39,-77.59,VA,34960
23833,1,0,0,0,0,1,0,3,37.15,-77.63,VA,1880
23834,0,11,8,58,107,10,0,58,37.26,-77.39,VA,23950
23836,0,5,3,8,19,2,0,26,37.35,-77.35,VA,12820
23837,7,2,1,3,1,4,0,6,36.71,-77.06,VA,3660
23838,1,4,2,6,14,1,0,24,37.32,-77.63,VA,15800
23839,0,1,0,0,1,0,0,0,37.08,-76.92,VA,790
23840,1,0,0,0,1,0,0,2,37.03,-77.64,VA,1600
23841,0,0,1,5,2,1,1,4,37.07,-77.58,VA,3190
23842,0,2,0,1,2,0,0,8,37.12,-77.22,VA,6370
23843,1,0,0,0,0,0,0,0,36.83,-77.79,VA,500
23844,0,0,0,1,0,0,0,0,36.71,-77.3,VA,490
23845,2,0,0,1,0,0,0,0,36.57,-77.99,VA,400
23847,4,4,0,22,43,8,0,15,36.69,-77.53,VA,10800
23850,1,0,0,0,0,0,0,1,37.14,-77.73,VA,930
23851,6,4,1,24,47,8,1,23,36.68,-76.93,VA,11850
23856,0,0,0,0,1,0,1,1,36.8,-77.7,VA,940
23857,6,0,0,1,1,1,0,2,36.56,-77.89,VA,550
23860,0,9,6,29,48,2,0,44,37.29,-77.29,VA,24490
23866,2,0,0,0,2,0,0,2,36.9,-76.89,VA,1990
23867,2,0,0,1,1,0,0,1,36.81,-77.47,VA,1980
23868,4,1,2,8,11,1,0,11,36.75,-77.85,VA,3960
23872,2,0,0,2,2,0,1,2,36.99,-77.74,VA,2020
23874,0,0,0,1,0,0,0,0,36.62,-77.12,VA,900
23875,0,4,2,8,23,3,1,19,37.22,-77.28,VA,10840
23876,0,1,0,0,0,0,0,0,36.94,-77.77,VA,360
23878,0,1,0,0,0,0,0,0,36.77,-76.98,VA,1080
23879,0,0,0,0,0,0,1,0,36.59,-77.6,VA,600
23881,0,0,0,0,1,0,0,1,37.16,-76.97,VA,1450
23882,0,0,0,2,3,1,3,1,36.94,-77.4,VA,1920
23883,0,1,0,2,1,1,0,5,37.13,-76.83,VA,2190
23884,0,0,0,1,0,0,0,0,36.92,-77.28,VA,22
23885,0,1,1,2,3,1,0,3,37.19,-77.56,VA,2570
23887,2,0,0,0,0,0,0,1,36.58,-77.83,VA,380
23888,0,2,1,3,3,0,0,0,36.96,-76.98,VA,2000
23890,2,2,0,2,6,1,1,4,37.03,-77.09,VA,3470
23898,0,0,1,0,2,0,0,2,36.86,-76.82,VA,2070
23901,3,5,7,32,84,13,0,28,37.29,-78.39,VA,10560
23909,0,0,0,0,1,0,0,0,37.3,-78.4,VA,13
23915,0,0,0,0,0,0,0,1,36.68,-78.27,VA,670
23917,0,1,0,3,2,2,0,7,36.66,-78.38,VA,2270
23919,0,1,0,2,1,1,0,3,36.59,-78.14,VA,1970
23920,6,0,0,0,1,0,0,1,36.7,-78.03,VA,2660
23921,4,2,2,2,1,0,0,5,37.55,-78.55,VA,1640
23922,0,0,3,2,7,0,1,3,37.18,-78.2,VA,1770
23923,4,0,1,4,5,0,0,3,37.05,-78.63,VA,1950
23924,1,3,3,11,12,3,0,9,36.79,-78.46,VA,4590
23927,4,4,0,8,6,2,0,5,36.62,-78.56,VA,3480
23930,2,1,0,5,6,2,0,8,37.18,-78.13,VA,4810
23934,0,0,0,0,1,0,0,0,37.18,-78.63,VA,570
23936,10,0,5,6,7,3,5,5,37.54,-78.46,VA,4870
23937,2,1,0,2,1,1,1,0,36.99,-78.6,VA,1390
23942,3,0,1,0,2,0,0,0,37.13,-78.3,VA,970
23943,0,0,1,0,0,0,0,0,37.25,-78.45,VA,215
23944,3,1,0,6,6,0,0,4,36.96,-78.13,VA,3580
23947,6,1,1,5,7,2,0,8,37.03,-78.48,VA,3780
23950,1,2,2,1,3,1,0,1,36.69,-78.09,VA,3060
23952,0,0,0,0,1,0,0,1,36.96,-78.26,VA,190
23954,2,0,0,0,0,0,0,1,37.09,-78.36,VA,1710
23958,3,1,0,1,0,0,0,1,37.26,-78.68,VA,2520
23959,2,0,0,1,2,0,0,1,37.08,-78.74,VA,950
23960,0,1,0,1,0,0,0,0,37.3,-78.55,VA,1590
23962,1,1,0,0,1,0,0,0,36.97,-78.7,VA,480
23964,2,0,0,0,1,0,0,0,36.76,-78.63,VA,860
23966,2,2,0,0,9,0,0,1,37.27,-78.29,VA,1950
23967,2,1,1,0,1,0,0,0,36.93,-78.66,VA,850
23968,1,0,0,0,1,0,0,1,36.73,-78.53,VA,680
23970,6,4,1,26,44,4,1,19,36.72,-78.12,VA,7000
23974,1,1,3,3,8,1,0,0,36.99,-78.22,VA,3110
23976,1,0,0,0,0,0,0,0,36.85,-78.58,VA,210
24001,0,0,0,0,2,0,0,2,37.27,-79.95,VA,43
24002,0,0,0,0,0,0,0,1,37.27,-79.95,VA,22
24004,0,1,0,0,0,1,0,0,37.27,-79.95,VA,0
24007,0,0,0,1,0,0,0,1,37.27,-79.95,VA,23
24008,0,0,0,0,0,0,0,1,37.27,-79.95,VA,66
24010,0,0,0,1,1,0,0,0,37.27,-79.95,VA,62
24011,1,9,0,59,12,13,0,75,37.27,-79.94,VA,520
24012,0,9,7,48,49,23,0,47,37.31,-79.9,VA,25790
24013,0,1,1,3,12,3,0,3,37.27,-79.92,VA,5920
24014,0,6,3,32,64,5,1,43,37.22,-79.91,VA,14480
24015,1,6,7,19,31,6,0,40,37.26,-79.98,VA,13740
24016,1,6,9,16,93,6,0,82,37.27,-79.95,VA,6450
24017,0,3,4,18,32,2,1,10,37.3,-79.99,VA,19340
24018,2,13,21,123,151,14,0,157,37.21,-80.04,VA,36280
24019,0,11,11,45,59,8,0,56,37.35,-79.95,VA,25480
24020,0,1,0,0,1,0,0,0,37.36,-79.94,VA,87
24022,0,0,0,1,0,0,0,0,37.27,-79.95,VA,178
24024,0,0,0,1,0,0,0,0,37.27,-79.95,VA,21
24034,0,0,0,0,0,0,0,1,37.27,-79.95,VA,0
24037,0,0,0,0,0,0,0,1,37.27,-79.95,VA,20
24038,0,0,0,0,1,0,0,0,37.27,-79.95,VA,113
24053,2,0,0,1,0,1,0,2,36.6,-80.51,VA,1820
24054,0,1,2,0,4,0,0,3,36.66,-79.71,VA,5610
24055,0,1,0,7,8,2,0,7,36.76,-79.98,VA,9530
24059,0,0,1,0,0,0,0,1,37.15,-80.11,VA,910
24060,4,17,19,56,108,16,2,181,37.23,-80.42,VA,25880
24061,0,2,0,1,2,1,0,4,37.23,-80.42,VA,108
24062,0,0,0,0,2,0,0,0,37.23,-80.42,VA,499
24063,0,1,1,0,1,9,0,2,37.23,-80.42,VA,313
24064,1,0,0,1,7,0,1,7,37.38,-79.82,VA,4620
24065,1,1,1,5,5,1,1,7,37.11,-79.95,VA,5460
24066,0,0,1,1,7,2,2,3,37.52,-79.68,VA,4260
24067,3,0,0,1,0,0,0,1,37.01,-80.05,VA,2010
24068,0,1,0,4,2,1,0,1,37.14,-80.4,VA,980
24069,1,0,0,1,2,0,0,0,36.56,-79.66,VA,1650
24070,0,0,0,0,2,0,0,1,37.38,-80.11,VA,1320
24072,0,0,0,0,0,0,0,1,37.04,-80.24,VA,1180
24073,2,7,8,51,98,14,0,72,37.14,-80.4,VA,26350
24077,0,1,0,1,1,0,0,4,37.37,-79.9,VA,990
24078,0,3,2,16,8,1,0,9,36.72,-79.91,VA,6160
24079,1,0,0,0,1,0,0,3,37.08,-80.13,VA,1440
24083,0,2,1,16,18,4,0,13,37.41,-79.92,VA,3540
24084,0,3,3,6,21,1,1,13,37.1,-80.68,VA,8810
24085,0,0,0,1,1,0,0,1,37.63,-79.8,VA,1820
24087,1,0,0,0,0,0,0,2,37.21,-80.23,VA,3150
24088,3,2,1,2,1,0,0,4,36.92,-80.02,VA,3110
24089,0,0,0,4,0,0,0,0,36.7,-79.94,VA,2120
24090,0,3,0,4,7,0,0,14,37.49,-79.87,VA,4040
24091,6,6,3,9,22,2,1,18,36.91,-80.31,VA,6490
24092,0,0,0,0,0,3,1,3,37,-79.77,VA,2640
24093,0,0,0,0,0,1,0,0,37.37,-80.85,VA,184
24095,0,0,0,0,1,1,0,3,37.21,-79.71,VA,3750
24101,1,2,0,11,11,3,0,4,37.18,-79.8,VA,5620
24102,0,0,0,0,1,0,0,1,36.83,-80,VA,1230
24104,1,3,0,1,2,0,0,8,37.16,-79.48,VA,2930
24112,2,12,7,53,104,11,2,45,36.68,-79.86,VA,24360
24114,0,0,0,0,1,0,0,4,36.68,-79.86,VA,473
24115,1,1,0,1,6,1,0,2,36.68,-79.86,VA,1135
24120,1,0,1,2,0,0,0,1,36.73,-80.41,VA,1460
24121,4,8,2,10,15,1,0,24,37.18,-79.63,VA,9300
24122,0,0,0,0,3,1,0,0,37.43,-79.69,VA,1520
24124,0,0,0,3,5,0,0,3,37.33,-80.8,VA,3630
24127,2,0,0,2,4,1,0,6,37.5,-80.11,VA,3520
24128,1,0,0,0,0,2,0,5,37.29,-80.49,VA,1630
24131,1,0,0,1,0,0,0,0,37.56,-80.28,VA,86
24133,1,0,1,1,0,0,0,0,36.67,-80.13,VA,2060
24134,2,2,0,8,23,2,0,6,37.32,-80.72,VA,4830
24136,0,0,0,2,1,1,0,2,37.32,-80.63,VA,2910
24137,0,3,0,1,1,1,0,4,36.98,-79.63,VA,2110
24138,0,0,0,0,1,0,0,0,37.05,-80.36,VA,1350
24141,0,8,2,32,45,9,0,29,37.12,-80.55,VA,13850
24142,0,0,1,0,0,1,0,0,37.14,-80.55,VA,53
24143,1,0,0,1,0,0,0,5,37.12,-80.55,VA,769
24147,0,0,0,3,3,0,0,0,37.38,-80.82,VA,750
24148,1,0,0,6,14,0,0,3,36.57,-79.85,VA,6570
24149,0,1,1,1,2,0,0,5,37.02,-80.43,VA,3200
24150,0,0,0,0,1,0,0,0,37.38,-80.63,VA,550
24151,5,9,4,30,50,12,0,36,36.99,-79.89,VA,16330
24153,1,14,11,73,128,14,0,90,37.28,-80.05,VA,32700
24162,0,1,0,2,4,0,2,4,37.13,-80.25,VA,1930
24165,2,1,0,2,0,0,0,1,36.61,-80.01,VA,1590
24168,0,0,0,1,0,0,0,0,36.73,-79.95,VA,690
24171,2,3,1,10,22,4,0,12,36.64,-80.27,VA,6330
24174,0,0,0,0,1,0,0,2,37.35,-79.63,VA,1990
24175,0,2,1,5,11,0,0,10,37.41,-79.87,VA,7430
24176,0,2,0,2,0,0,0,6,37,-79.68,VA,1230
24179,0,5,6,37,22,0,0,23,37.27,-79.88,VA,16570
24184,0,2,0,2,3,2,0,8,37.08,-79.9,VA,3970
24185,0,0,0,2,0,0,0,1,36.78,-80.28,VA,760
24201,0,7,5,36,45,7,0,32,36.61,-82.16,VA,12170
24202,1,6,4,20,13,3,16,17,36.66,-82.21,VA,10580
24203,0,1,2,1,0,0,0,2,36.61,-82.16,VA,257
24209,0,0,0,0,1,0,1,1,36.61,-82.16,VA,492
24210,1,8,6,55,101,8,3,61,36.77,-82.03,VA,12350
24211,1,2,1,5,24,0,2,15,36.7,-81.96,VA,8080
24212,1,1,0,4,6,2,2,3,36.7,-81.96,VA,1732
24216,0,0,0,1,5,0,12,2,36.9,-82.78,VA,1860
24217,2,0,0,0,0,0,0,0,37.08,-82.19,VA,254
24219,2,2,1,11,44,3,1,13,36.86,-82.77,VA,7380
24220,2,0,0,0,0,0,0,0,37.15,-82.23,VA,520
24224,1,1,0,5,8,0,2,4,36.87,-82.28,VA,4090
24226,0,0,0,0,3,1,1,0,37.12,-82.33,VA,1020
24228,0,0,0,7,15,3,2,9,37.15,-82.45,VA,4880
24230,0,3,0,5,14,1,2,6,36.94,-82.46,VA,6060
24236,0,0,0,5,5,0,0,2,36.63,-81.78,VA,2270
24237,2,0,0,0,0,0,0,1,36.98,-82.29,VA,690
24239,0,0,0,0,1,0,0,0,37.12,-82.15,VA,300
24243,1,0,0,0,1,0,1,0,36.77,-82.94,VA,1680
24244,2,0,0,3,11,2,2,6,36.71,-82.79,VA,3750
24245,1,0,0,0,3,0,0,0,36.82,-82.46,VA,730
24246,0,0,0,0,1,0,0,0,36.87,-82.75,VA,588
24248,0,1,0,3,4,1,0,0,36.63,-83.43,VA,1730
24250,3,0,0,0,0,0,0,0,36.77,-82.58,VA,820
24251,2,1,0,9,11,2,0,12,36.63,-82.58,VA,6890
24256,1,0,0,4,3,2,1,0,37.2,-82.29,VA,2230
24258,0,0,0,0,1,0,0,2,36.65,-82.46,VA,1100
24260,4,0,0,7,5,1,1,4,37.01,-81.97,VA,3920
24263,3,2,0,4,5,1,0,11,36.68,-83.11,VA,4590
24266,1,0,3,19,37,9,3,30,36.89,-82.07,VA,7570
24269,0,0,0,0,1,0,1,0,37.08,-82.38,VA,141
24270,0,0,0,0,1,0,0,0,36.72,-82.25,VA,410
24271,0,0,0,1,2,0,0,2,36.75,-82.41,VA,1960
24272,0,0,0,0,0,0,3,0,37.02,-82.34,VA,320
24273,0,1,2,15,52,14,10,19,36.93,-82.62,VA,4460
24277,4,0,0,9,15,3,2,9,36.75,-83.02,VA,3440
24279,0,0,0,4,7,2,3,4,37.12,-82.6,VA,3240
24280,0,0,0,1,3,0,0,2,36.95,-81.93,VA,890
24281,0,0,0,1,1,0,0,0,36.67,-83.36,VA,1670
24282,0,0,0,0,1,0,1,0,36.8,-83.05,VA,410
24283,0,0,0,6,2,1,1,3,36.9,-82.31,VA,1990
24290,0,0,0,8,6,0,0,2,36.62,-82.56,VA,1160
24292,0,0,0,1,0,0,0,0,36.6,-81.61,VA,310
24293,0,1,2,12,23,3,2,28,36.97,-82.58,VA,7950
24301,0,4,1,16,35,4,0,16,37.05,-80.76,VA,10820
24311,0,0,0,1,0,1,0,1,36.86,-81.39,VA,1480
24312,0,0,0,0,1,0,1,0,36.82,-80.86,VA,1700
24314,0,1,1,0,2,0,0,1,37.15,-81.15,VA,1120
24315,0,1,0,2,4,2,0,0,37.1,-81.11,VA,2600
24317,0,0,0,2,5,0,0,0,36.58,-80.66,VA,2720
24319,1,0,0,5,9,2,0,5,36.8,-81.68,VA,5970
24323,0,0,0,0,1,0,0,1,36.88,-81.18,VA,610
24324,0,1,0,1,0,0,0,2,37,-80.76,VA,1820
24326,1,1,0,1,0,0,0,0,36.73,-81.2,VA,860
24327,0,0,2,0,0,0,0,0,36.75,-81.83,VA,448
24328,0,0,0,1,2,0,0,1,36.66,-80.7,VA,1500
24330,0,0,0,1,2,0,0,0,36.71,-80.97,VA,2430
24333,1,2,0,32,51,9,1,27,36.66,-80.91,VA,14580
24340,0,1,0,3,2,2,1,4,36.79,-81.77,VA,4420
24343,0,2,2,15,14,2,1,18,36.76,-80.73,VA,7310
24347,0,0,0,0,1,0,0,0,36.97,-80.64,VA,1410
24348,0,1,0,6,6,1,0,7,36.61,-81.15,VA,3060
24350,0,0,0,0,1,0,0,0,36.83,-80.95,VA,1020
24352,0,1,0,0,3,0,0,0,36.71,-80.51,VA,750
24354,0,1,2,22,50,10,0,25,36.83,-81.51,VA,11360
24360,0,1,0,5,3,0,0,1,36.96,-80.93,VA,4870
24361,0,1,0,2,6,0,0,2,36.76,-81.85,VA,3830
24363,0,1,1,0,1,0,1,0,36.58,-81.33,VA,1010
24366,1,0,0,0,1,1,1,0,37.26,-81.12,VA,800
24368,0,0,0,2,7,0,0,4,36.89,-81.27,VA,4370
24370,0,1,1,3,4,2,1,2,36.87,-81.76,VA,4620
24374,0,0,0,0,0,0,1,0,36.81,-81.16,VA,560
24375,1,0,0,0,0,0,0,0,36.76,-81.4,VA,1220
24377,0,0,0,0,0,0,0,1,36.97,-81.64,VA,210
24378,0,0,0,1,2,0,0,0,36.7,-81.43,VA,820
24380,1,1,0,2,0,1,0,2,36.85,-80.48,VA,2340
24381,1,0,1,2,8,0,0,3,36.71,-80.81,VA,3210
24382,1,6,8,39,56,11,2,34,36.95,-81.08,VA,11720
24401,0,15,13,60,104,16,3,69,38.15,-79.06,VA,30950
24402,0,0,0,3,3,1,0,3,38.15,-79.06,VA,1013
24413,2,0,0,1,0,0,0,0,38.53,-79.6,VA,210
24416,0,1,2,7,12,1,0,6,37.73,-79.35,VA,7100
24421,2,0,0,1,2,1,0,3,38.22,-79.16,VA,3250
24422,0,1,2,8,12,0,0,8,37.82,-79.82,VA,4900
24426,3,6,3,16,23,7,0,19,37.77,-79.99,VA,12100
24430,1,0,0,1,0,0,0,0,38.08,-79.38,VA,1300
24431,0,0,0,0,1,0,0,1,38.16,-78.83,VA,2430
24433,1,0,0,0,0,0,0,0,38.43,-79.44,VA,141
24435,1,0,1,2,2,0,0,3,37.88,-79.3,VA,1630
24437,0,1,0,0,0,1,0,1,38.21,-78.94,VA,830
24439,2,0,0,0,0,0,0,0,37.99,-79.5,VA,880
24440,4,0,0,1,0,2,0,1,38,-79.15,VA,2310
24441,0,0,1,3,4,1,0,0,38.26,-78.82,VA,5430
24442,0,0,0,0,1,0,0,0,38.37,-79.38,VA,83
24445,3,0,1,5,4,2,0,4,38,-79.83,VA,2230
24450,3,8,8,34,59,10,3,47,37.78,-79.44,VA,12260
24457,0,0,0,1,20,0,1,0,37.76,-79.94,VA,315
24458,1,1,0,1,0,0,0,0,38.3,-79.52,VA,290
24459,0,1,0,0,1,0,0,1,38.02,-79.28,VA,700
24460,1,2,0,0,0,1,0,5,37.96,-79.6,VA,1260
24464,0,0,0,0,0,0,0,2,37.86,-79.13,VA,110
24465,4,0,2,2,4,4,0,4,38.41,-79.58,VA,1040
24467,0,0,0,1,0,1,0,4,38.26,-78.97,VA,2060
24471,0,0,0,1,0,0,0,1,38.32,-78.81,VA,1320
24472,0,0,0,1,1,0,1,2,37.93,-79.23,VA,1990
24473,0,0,0,1,1,0,0,1,37.9,-79.41,VA,760
24474,0,0,0,0,0,1,0,1,37.81,-79.85,VA,424
24476,1,0,0,0,0,0,0,1,37.97,-79.23,VA,340
24477,0,2,0,9,9,0,1,11,38.02,-79.02,VA,10100
24479,0,1,0,0,0,1,0,1,38.14,-79.2,VA,1400
24482,1,1,0,17,14,3,0,14,38.19,-79,VA,4170
24483,0,0,0,1,0,0,0,0,37.9,-79.2,VA,560
24484,0,1,0,0,1,0,0,4,38.05,-79.78,VA,680
24486,0,0,1,4,9,1,0,3,38.28,-78.92,VA,3510
24487,0,0,0,0,0,2,0,1,38.19,-79.56,VA,230
24501,0,4,16,46,137,11,1,53,37.4,-79.19,VA,20250
24502,0,24,18,95,134,20,0,97,37.36,-79.22,VA,32950
24503,2,6,8,19,39,4,0,30,37.45,-79.25,VA,17580
24504,1,11,3,30,29,8,0,64,37.37,-79.05,VA,7280
24505,0,0,0,3,3,0,0,4,37.4,-79.19,VA,558
24506,0,0,0,1,1,0,0,2,37.4,-79.19,VA,705
24514,0,0,1,0,0,0,0,0,37.4,-79.19,VA,0
24517,0,3,1,17,16,3,0,16,37.12,-79.28,VA,4600
24520,0,2,0,0,0,0,0,2,36.56,-79,VA,2050
24521,11,4,1,12,12,3,0,20,37.58,-79.05,VA,8580
24522,9,5,3,8,25,4,2,15,37.35,-78.82,VA,8760
24523,1,7,2,38,57,7,0,40,37.32,-79.52,VA,16250
24526,2,1,0,1,4,1,0,1,37.53,-79.36,VA,1250
24527,1,0,0,4,6,1,0,3,36.68,-79.38,VA,2640
24528,2,2,0,5,10,2,0,2,37.05,-78.94,VA,2560
24529,0,0,0,1,0,0,0,2,36.6,-78.63,VA,1340
24530,2,0,0,0,0,0,0,1,36.81,-79.62,VA,900
24531,4,3,4,13,21,4,1,11,36.81,-79.39,VA,6770
24534,0,0,0,0,0,1,0,0,36.83,-78.73,VA,1290
24535,0,0,0,0,1,0,0,0,36.61,-78.91,VA,120
24536,2,0,0,0,0,0,0,0,37.5,-79.33,VA,200
24538,4,1,0,4,3,0,1,3,37.35,-78.98,VA,4200
24540,3,8,7,56,81,5,0,32,36.63,-79.43,VA,26340
24541,2,8,13,46,119,14,0,50,36.58,-79.4,VA,22310
24543,0,0,0,3,1,0,0,1,36.58,-79.4,VA,931
24549,1,1,0,0,1,0,0,1,36.75,-79.41,VA,3680
24550,2,0,0,3,1,0,0,4,37.23,-79.28,VA,6830
24551,1,11,14,41,55,7,0,85,37.37,-79.27,VA,22810
24553,9,0,0,0,0,0,0,0,37.54,-78.84,VA,1570
24554,2,1,0,0,1,0,0,1,37.16,-79.08,VA,3230
24555,0,0,1,1,2,0,1,0,37.63,-79.45,VA,1730
24556,0,0,0,0,5,0,0,5,37.36,-79.38,VA,2890
24557,3,1,0,8,11,1,0,6,36.95,-79.36,VA,6240
24558,4,5,0,4,9,0,0,16,36.76,-78.93,VA,5480
24563,0,1,2,0,3,0,0,1,37.09,-79.29,VA,4420
24570,0,1,0,0,0,0,0,0,37.35,-79.42,VA,72
24571,1,0,0,0,3,0,0,0,37.14,-79.36,VA,1640
24572,0,4,3,20,25,1,0,19,37.43,-79.1,VA,14260
24574,1,0,1,1,4,0,0,3,37.6,-79.24,VA,3340
24577,0,0,0,3,1,0,0,1,36.93,-78.95,VA,4030
