ZIPCODE,NAICS2012_11,NAICS2012_71,NAICS2012_61,NAICS2012_52,NAICS2012_62,NAICS2012_51,NAICS2012_21,NAICS2012_54,LAT,LON,STATE,ESTMTD_POP_2015
49256,0,1,0,4,9,1,0,2,41.72,-84.21,MI,3520
49259,0,0,0,1,0,0,1,0,42.39,-84.25,MI,2290
49261,0,0,0,2,1,0,1,0,42.16,-84.24,MI,577
49262,0,0,0,1,0,0,1,0,41.97,-84.52,MI,1170
49264,1,0,0,0,2,0,0,0,42.44,-84.56,MI,1770
49265,0,1,0,2,7,0,0,9,42,-84.19,MI,4700
49266,0,1,0,0,2,0,0,1,41.82,-84.53,MI,2530
49267,0,4,1,0,3,0,1,3,41.76,-83.74,MI,3730
49268,0,0,0,1,0,0,0,1,41.87,-83.94,MI,1000
49269,0,1,0,3,3,2,0,5,42.25,-84.59,MI,5400
49270,1,2,0,3,2,1,0,1,41.89,-83.71,MI,5670
49271,0,0,0,0,1,0,0,0,41.9,-84.43,MI,1850
49272,0,1,1,2,1,1,0,2,42.39,-84.34,MI,2280
49274,1,1,0,3,3,1,0,0,41.83,-84.74,MI,2960
49277,0,0,1,0,0,2,0,6,42.38,-84.46,MI,2890
49279,0,0,0,0,1,1,0,1,41.78,-84.1,MI,770
49282,0,1,0,1,1,0,0,0,42.03,-84.4,MI,310
49283,1,0,3,5,9,1,0,3,42.2,-84.55,MI,2870
49284,0,0,0,2,2,1,0,1,42.37,-84.69,MI,2570
49285,0,4,0,3,8,3,0,2,42.45,-84.17,MI,5120
49286,0,9,1,19,37,7,0,24,42,-83.94,MI,14100
49287,0,0,0,0,0,0,0,1,42.01,-84.06,MI,2000
49288,0,0,0,1,1,1,0,2,41.72,-84.41,MI,1210
49301,2,6,3,36,25,10,1,74,42.95,-85.48,MI,20520
49302,1,5,3,3,1,0,0,18,42.85,-85.38,MI,8530
49304,1,4,0,3,13,1,0,2,43.89,-85.85,MI,2770
49305,0,1,0,1,2,1,0,0,43.74,-85.14,MI,1800
49306,0,6,2,19,16,3,1,24,43.07,-85.6,MI,9510
49307,2,10,3,39,55,12,1,33,43.7,-85.48,MI,12360
49309,1,1,0,0,1,0,1,0,43.74,-85.86,MI,1330
49310,0,0,0,2,1,2,0,2,43.51,-85.08,MI,2390
49315,3,8,3,29,31,8,1,49,42.81,-85.72,MI,22790
49316,0,6,5,28,41,5,2,40,42.79,-85.51,MI,21990
49318,0,0,0,1,0,0,0,1,43.23,-85.79,MI,1420
49319,1,4,0,15,18,5,0,14,43.22,-85.55,MI,15570
49321,0,9,2,22,18,10,0,29,43.04,-85.67,MI,16120
49323,1,1,2,4,5,0,0,15,42.72,-85.72,MI,9630
49325,1,0,0,1,0,0,0,1,42.76,-85.31,MI,1880
49326,0,2,0,0,1,1,0,2,43.25,-85.3,MI,3380
49327,2,0,1,3,8,1,0,3,43.33,-85.81,MI,7530
49328,1,0,0,1,2,0,0,7,42.62,-85.76,MI,3610
49329,0,2,0,5,5,3,0,5,43.39,-85.46,MI,7780
49330,1,2,1,1,3,0,0,3,43.21,-85.75,MI,5210
49331,1,12,5,15,33,4,0,25,42.93,-85.34,MI,16270
49332,0,0,1,0,10,2,0,1,43.61,-85.23,MI,2310
49333,0,0,1,8,13,4,2,13,42.71,-85.46,MI,11630
49335,0,0,1,1,0,0,0,1,42.74,-85.67,MI,503
49336,1,0,0,0,2,1,0,2,43.49,-85.44,MI,3680
49337,2,3,0,12,18,4,0,16,43.42,-85.8,MI,10470
49338,2,0,1,0,2,0,1,1,43.77,-85.6,MI,1700
49339,0,1,0,1,0,0,0,1,43.31,-85.49,MI,2110
49340,0,2,0,3,2,1,0,2,43.61,-85.1,MI,2520
49341,1,9,7,53,63,10,0,91,43.12,-85.55,MI,35550
49342,0,0,0,0,0,0,1,0,43.67,-85.32,MI,1340
49343,1,0,0,3,5,0,0,2,43.29,-85.51,MI,5290
49344,0,1,0,2,1,0,0,1,42.59,-85.63,MI,3140
49345,3,3,1,10,26,1,0,16,43.15,-85.7,MI,12600
49346,0,1,0,2,3,1,0,5,43.58,-85.44,MI,5130
49347,0,0,0,1,1,0,0,1,43.31,-85.35,MI,1150
49348,1,4,1,14,18,2,3,13,42.67,-85.64,MI,12640
49349,0,1,1,5,12,0,0,6,43.55,-85.77,MI,6370
49355,0,0,0,0,1,0,0,1,42.95,-85.48,MI,0
49401,0,1,5,12,25,5,0,15,42.98,-85.95,MI,12990
49402,0,0,0,0,0,2,0,0,43.93,-86.03,MI,1090
49403,0,0,0,0,3,0,0,3,43.14,-85.85,MI,2560
49404,1,2,3,10,14,3,0,15,43.06,-85.93,MI,8450
49405,0,1,0,0,1,1,0,0,43.95,-86.21,MI,1380
49406,0,3,0,8,8,0,0,8,42.64,-86.21,MI,978
49408,1,3,1,2,6,0,0,7,42.59,-86.1,MI,8410
49409,0,0,0,1,0,0,0,0,43.08,-86.22,MI,199
49410,0,1,1,2,2,0,0,1,44.04,-86.17,MI,1450
49411,0,0,0,0,2,0,0,1,44.1,-86.21,MI,1340
49412,1,4,3,18,44,6,0,20,43.46,-85.95,MI,10290
49413,0,0,0,1,0,0,0,1,43.46,-85.95,MI,0
49415,0,2,4,5,11,2,0,4,43.12,-86.15,MI,5970
49417,0,18,8,55,85,23,1,87,43.05,-86.22,MI,29030
49418,0,15,13,69,82,12,0,84,42.9,-85.75,MI,28750
49419,0,2,0,7,10,0,0,4,42.67,-86,MI,8210
49420,0,5,1,12,19,2,0,7,43.69,-86.36,MI,5810
49421,0,0,0,2,7,0,0,4,43.56,-86.04,MI,4950
49422,0,0,0,1,0,1,0,1,42.77,-86.1,MI,953
49423,1,16,17,88,146,13,0,104,42.77,-86.1,MI,41550
49424,0,23,10,54,108,11,1,88,42.84,-86.13,MI,46520
49425,0,1,0,0,4,1,0,1,43.41,-86.07,MI,3110
49426,1,7,6,37,32,11,0,50,42.86,-85.86,MI,36720
49427,0,0,0,1,1,0,0,0,42.82,-85.84,MI,171
49428,0,9,7,32,43,8,1,41,42.9,-85.82,MI,25900
49429,0,0,0,1,0,0,0,3,42.9,-85.82,MI,302
49430,0,0,0,0,1,0,0,0,43,-85.9,MI,128
49431,1,16,5,29,73,7,1,40,43.95,-86.44,MI,15550
49434,0,2,0,0,1,0,0,0,42.77,-86.22,MI,173
49435,1,3,0,3,0,1,0,9,43.03,-85.82,MI,3510
49436,0,4,0,0,2,1,0,1,43.68,-86.41,MI,1390
49437,0,3,3,3,5,1,0,5,43.46,-86.39,MI,6290
49440,0,5,1,16,12,3,0,29,43.24,-86.25,MI,670
49441,0,14,12,52,86,19,0,48,43.22,-86.25,MI,32310
49442,2,7,5,23,70,3,0,34,43.24,-86.14,MI,33390
49443,0,1,1,1,1,0,1,6,43.22,-86.25,MI,409
49444,0,9,2,35,93,11,0,39,43.18,-86.2,MI,21610
49445,0,9,2,22,35,6,0,23,43.29,-86.29,MI,19700
49446,0,2,1,2,2,0,0,2,43.55,-86.34,MI,2070
49448,0,2,0,0,3,1,1,6,43.07,-86.06,MI,3630
49449,2,3,2,2,3,0,1,4,43.78,-86.43,MI,2290
49450,0,0,0,0,2,0,1,0,42.48,-86.09,MI,2890
49451,0,3,0,4,5,1,0,3,43.18,-85.94,MI,5610
49452,0,0,0,0,2,0,0,0,43.51,-86.26,MI,1670
49453,1,8,1,2,4,5,0,12,42.65,-86.2,MI,2800
49454,1,2,0,5,9,3,1,5,43.95,-86.28,MI,4110
49455,1,1,0,3,11,2,1,8,43.61,-86.35,MI,4840
49456,2,7,5,15,33,2,0,31,43.07,-86.19,MI,18500
49457,2,1,0,3,6,1,0,4,43.36,-86.17,MI,9500
49458,0,2,0,1,0,0,0,0,43.92,-86.1,MI,324
49459,0,0,0,1,1,0,0,1,43.71,-86.12,MI,1160
49460,1,3,0,1,6,2,0,11,42.91,-86.12,MI,7830
49461,0,7,2,12,25,4,0,13,43.39,-86.34,MI,8350
49464,1,8,10,27,51,10,1,48,42.81,-86.01,MI,28320
49468,0,0,0,1,0,0,0,2,42.9,-85.75,MI,163
49501,0,0,0,11,6,0,0,5,42.96,-85.65,MI,983
49503,0,23,28,133,220,34,2,324,42.96,-85.65,MI,28720
49504,0,13,3,44,54,15,0,88,42.98,-85.71,MI,34230
49505,1,5,8,29,56,13,0,51,43,-85.64,MI,27780
49506,0,12,13,38,91,9,0,80,42.95,-85.61,MI,29260
49507,0,7,9,10,36,2,0,22,42.93,-85.66,MI,34050
49508,0,4,4,50,113,14,0,62,42.87,-85.62,MI,37870
49509,1,8,10,34,61,14,0,42,42.9,-85.69,MI,28160
49512,1,13,14,59,46,27,0,89,42.88,-85.53,MI,15870
49514,0,1,0,1,0,0,0,0,42.96,-85.65,MI,308
49515,0,0,1,0,0,0,0,0,42.96,-85.65,MI,210
49516,0,1,0,0,1,0,0,0,42.96,-85.65,MI,285
49518,0,1,0,0,0,0,0,0,42.96,-85.65,MI,298
49519,0,6,4,26,44,6,0,39,42.89,-85.72,MI,25750
49523,0,1,0,0,0,0,0,0,42.96,-85.65,MI,37
49525,0,12,19,87,114,17,1,107,43.02,-85.59,MI,26870
49534,1,5,5,20,33,0,1,36,42.97,-85.77,MI,20480
49544,0,4,9,32,49,9,1,36,43.04,-85.75,MI,8640
49546,0,22,31,223,252,43,0,196,42.93,-85.54,MI,29640
49548,0,5,7,36,44,5,0,33,42.87,-85.66,MI,30720
49588,0,0,1,0,0,0,0,1,42.96,-85.65,MI,107
49601,3,8,7,45,85,15,1,47,44.24,-85.41,MI,18500
49610,0,0,1,3,2,0,0,2,44.76,-85.48,MI,363
49611,0,0,0,0,0,1,0,0,44.97,-84.97,MI,436
49612,0,0,0,3,1,0,1,4,44.88,-85.26,MI,990
49613,0,1,0,0,1,1,0,0,44.51,-86.23,MI,690
49614,0,2,0,3,6,0,0,1,44.42,-86.14,MI,2430
49615,0,2,0,9,9,4,0,8,44.97,-85.2,MI,3720
49616,0,2,0,4,7,1,0,5,44.61,-86.09,MI,1860
49617,0,3,2,4,7,1,1,7,44.64,-86.03,MI,2870
49618,1,1,0,0,0,0,0,0,44.28,-85.6,MI,680
49619,0,0,0,0,1,0,0,2,44.3,-86.01,MI,890
49620,0,0,0,1,2,0,0,2,44.5,-85.67,MI,2530
49621,2,3,0,1,3,2,0,10,44.85,-85.8,MI,2810
49622,1,0,0,2,4,1,0,2,45.06,-85.26,MI,2150
49625,1,0,0,1,0,0,0,0,44.48,-85.92,MI,1080
49627,0,0,0,0,1,0,0,0,45.08,-85.34,MI,484
49628,0,2,0,0,0,0,0,0,44.62,-86.24,MI,399
49629,0,1,0,11,7,2,1,8,44.89,-85.4,MI,2010
49630,1,1,0,4,1,0,0,5,44.81,-86.05,MI,1280
49631,1,0,0,8,11,0,4,4,43.9,-85.27,MI,4790
49632,2,0,0,1,0,1,0,1,44.25,-85.08,MI,970
49633,3,0,1,1,4,0,3,4,44.57,-85.35,MI,3260
49635,0,6,1,6,11,3,0,5,44.63,-86.23,MI,3070
49636,1,2,1,1,1,0,0,2,44.86,-85.96,MI,650
49637,0,1,0,1,5,0,2,8,44.66,-85.68,MI,3270
49638,0,0,0,0,0,1,1,0,44.3,-85.7,MI,670
49639,2,1,0,2,3,1,0,0,43.84,-85.44,MI,2320
49640,1,1,0,2,4,2,0,2,44.66,-86.02,MI,1410
49642,0,1,0,0,0,0,0,0,43.88,-85.8,MI,500
49643,0,2,2,2,3,1,0,11,44.64,-85.83,MI,5980
49644,1,0,0,1,1,1,0,1,44.14,-85.91,MI,1460
49645,0,0,0,2,2,1,0,0,44.37,-86.01,MI,1430
49646,0,3,0,17,17,6,15,16,44.73,-85.17,MI,7320
49648,0,0,0,0,2,0,0,4,44.93,-85.36,MI,2000
49649,0,1,0,3,14,1,3,8,44.58,-85.53,MI,6290
49650,0,1,0,2,0,0,2,7,44.72,-85.84,MI,3020
49651,3,1,0,6,21,1,0,6,44.33,-85.2,MI,6720
49653,0,0,1,1,4,1,0,3,44.97,-85.73,MI,1690
49654,0,6,1,2,3,0,0,1,45.15,-86.05,MI,710
49655,2,1,0,1,2,0,0,4,44.03,-85.41,MI,2880
49656,2,0,0,1,0,0,0,1,44.03,-85.68,MI,1230
49657,3,0,2,4,11,0,0,2,44.22,-85.21,MI,3390
49659,1,0,1,4,23,0,3,6,44.9,-85.06,MI,5570
49660,3,9,4,24,53,5,1,27,44.24,-86.32,MI,11260
49663,7,3,0,5,11,0,2,2,44.41,-85.4,MI,5350
49664,1,1,0,0,3,2,1,4,44.84,-85.86,MI,1900
49665,0,0,0,2,6,1,0,2,44.1,-85.14,MI,3480
49667,0,0,0,0,0,0,1,0,44.31,-84.93,MI,410
49668,0,2,0,2,2,1,1,4,44.4,-85.71,MI,3100
49670,0,6,0,2,2,0,0,0,45.13,-85.61,MI,1690
49673,0,0,0,0,0,0,0,1,44.96,-85.5,MI,74
49674,0,2,0,0,0,0,0,0,45.05,-85.59,MI,239
49675,0,2,0,1,0,0,0,1,44.36,-86.2,MI,960
49676,0,2,0,0,3,1,3,4,44.83,-85.28,MI,3130
49677,0,1,0,11,20,2,1,12,43.87,-85.5,MI,5800
49679,0,1,0,0,3,2,0,0,43.89,-85.18,MI,1090
49680,0,1,0,0,1,1,0,2,44.63,-85.25,MI,1590
49682,1,4,4,8,17,1,1,15,44.97,-85.65,MI,3970
49683,0,1,0,0,1,0,0,3,44.52,-85.93,MI,1820
49684,3,19,12,101,234,40,19,196,44.76,-85.7,MI,19740
49685,0,6,2,13,16,2,3,15,44.75,-85.6,MI,875
49686,1,18,15,57,136,20,7,139,44.75,-85.6,MI,21990
49688,0,1,0,2,4,1,0,2,44.1,-85.45,MI,2430
49689,0,1,0,1,1,0,0,0,44.21,-85.95,MI,1210
49690,0,5,3,8,16,4,3,11,44.76,-85.4,MI,5840
49696,0,2,0,4,8,5,0,13,44.75,-85.6,MI,485
49701,0,2,0,4,3,0,0,3,45.77,-84.74,MI,1070
49706,0,1,0,2,4,1,0,3,45.44,-84.78,MI,4050
49707,2,9,6,36,77,14,2,33,45.07,-83.43,MI,19160
49709,1,2,0,3,4,2,1,5,45,-84.15,MI,2720
49712,0,7,1,14,22,2,2,16,45.21,-85.01,MI,7360
49713,0,1,0,0,2,1,0,0,45.16,-84.91,MI,1840
49715,0,1,1,1,0,0,0,4,46.4,-84.57,MI,2870
49716,0,1,0,0,1,1,0,0,45.5,-84.75,MI,670
49718,0,1,0,0,1,0,0,0,45.69,-84.79,MI,570
49719,0,2,1,4,3,0,1,2,45.99,-84.36,MI,1200
49720,0,14,3,19,30,1,0,34,45.31,-85.25,MI,8560
49721,1,11,1,24,42,3,0,23,45.64,-84.46,MI,11970
49722,0,0,0,0,2,0,0,0,45.43,-84.86,MI,420
49725,3,0,0,3,1,0,0,0,45.99,-83.9,MI,570
49726,1,2,0,1,1,0,1,3,46,-83.67,MI,890
49727,1,8,0,5,11,3,1,5,45.15,-85.13,MI,6270
49729,0,0,1,2,3,0,1,3,45.16,-85.24,MI,1400
49734,0,1,1,3,3,1,2,3,45.02,-84.67,MI,1712
49735,6,12,4,33,74,12,16,49,45.02,-84.67,MI,17120
49736,0,0,0,0,0,1,0,0,46.08,-84.09,MI,440
49738,1,7,0,14,39,4,1,16,44.65,-84.7,MI,8150
49739,0,0,0,0,0,0,0,1,44.65,-84.7,MI,0
49740,2,14,6,11,20,5,0,27,45.43,-84.98,MI,6850
49743,1,0,0,0,0,0,0,0,45.3,-83.9,MI,670
49744,0,0,0,0,1,0,1,0,45,-83.66,MI,780
49745,0,3,1,0,0,0,0,1,46.03,-84.44,MI,920
49746,1,2,0,4,5,0,0,1,45.06,-83.9,MI,2810
49747,1,0,0,1,0,0,0,2,44.8,-83.59,MI,1460
49748,1,0,0,0,0,0,0,0,46.35,-85.15,MI,130
49749,0,5,0,9,7,4,0,7,45.41,-84.61,MI,3810
49751,1,0,0,1,0,0,3,0,44.98,-84.46,MI,1740
49752,0,0,0,0,0,0,1,0,46.26,-84.51,MI,440
49753,5,0,0,0,1,0,0,0,45.08,-83.73,MI,1700
49755,0,0,0,0,1,0,0,0,45.63,-84.76,MI,1580
49756,1,3,0,4,1,0,1,3,44.88,-84.31,MI,3090
49757,0,4,1,2,0,1,0,0,45.85,-84.62,MI,941
49759,0,0,0,0,0,0,1,0,45.33,-84.06,MI,1200
49760,1,0,0,0,0,0,1,1,46.04,-84.9,MI,630
49761,0,2,0,0,0,0,0,0,45.57,-84.51,MI,86
49762,0,0,0,2,1,0,0,0,46.11,-85.45,MI,520
49764,0,2,0,0,0,0,0,0,45.42,-84.83,MI,265
49765,3,3,3,5,8,2,0,2,45.35,-84.22,MI,3240
49766,1,0,0,2,3,1,0,0,44.9,-83.43,MI,2150
49768,0,2,0,0,0,0,0,0,46.62,-85.03,MI,360
49769,0,0,0,1,3,0,0,2,45.55,-84.78,MI,1460
49770,1,21,3,55,143,17,0,69,45.36,-84.95,MI,16280
49774,1,1,0,6,2,1,0,4,46.16,-84.36,MI,1710
49776,3,0,0,3,3,0,0,1,45.26,-83.69,MI,1530
49777,0,4,0,1,1,0,1,0,45.3,-83.46,MI,1520
49779,9,3,1,10,15,4,1,8,45.42,-83.81,MI,3940
49780,1,0,1,3,0,0,0,1,46.23,-84.6,MI,1680
49781,3,5,1,7,10,2,0,14,45.86,-84.72,MI,3580
49782,0,2,0,1,1,2,0,2,45.65,-85.55,MI,540
49783,1,12,6,32,71,12,0,32,46.48,-84.36,MI,15580
49784,0,0,0,0,2,0,0,0,46.24,-84.49,MI,0
49788,0,0,0,4,2,0,0,1,46.27,-84.47,MI,2150
49791,1,0,0,0,0,0,0,1,45.48,-84.6,MI,465
49795,1,1,0,0,1,0,2,1,45.14,-84.66,MI,1700
49796,0,3,1,0,1,0,0,1,45.26,-84.96,MI,514
49799,1,1,0,1,0,0,0,0,45.27,-84.6,MI,1980
49801,1,7,5,37,69,12,0,41,45.82,-88.06,MI,10270
49802,1,4,1,6,28,0,0,7,45.8,-88.09,MI,5540
49805,0,0,0,0,0,0,0,1,47.37,-88.35,MI,300
49806,1,0,0,1,0,0,0,1,46.43,-86.83,MI,480
49807,4,0,0,2,3,0,0,0,45.72,-87.3,MI,2820
49808,1,2,0,0,0,0,1,1,46.81,-87.72,MI,356
49812,1,0,0,2,1,2,0,0,45.58,-87.55,MI,780
49814,0,1,0,2,1,0,0,0,46.52,-87.97,MI,1200
49815,2,0,0,0,0,0,0,0,46.13,-88.08,MI,400
49816,0,0,0,2,0,2,0,0,46.34,-86.93,MI,670
49817,0,0,0,0,1,0,0,0,45.91,-86.47,MI,450
49818,5,0,0,0,0,0,0,1,45.9,-87.23,MI,820
49820,1,0,0,1,1,0,0,0,46.19,-85.65,MI,480
49821,1,0,0,0,3,0,0,1,45.46,-87.6,MI,1080
49827,3,1,0,2,0,0,0,0,46.11,-85.56,MI,810
49829,8,14,6,46,68,15,1,61,45.74,-87.08,MI,14550
49831,5,1,0,0,1,0,0,0,46,-87.85,MI,680
49833,0,0,0,0,0,0,0,1,46.29,-87.33,MI,393
49834,1,0,0,0,0,0,0,0,45.97,-87.75,MI,350
49835,2,0,0,1,1,0,0,1,45.77,-86.55,MI,740
49836,4,0,0,0,0,0,0,0,46.25,-85.92,MI,590
49837,2,3,4,5,24,1,1,10,45.85,-87.02,MI,9000
49838,1,0,0,0,0,0,0,2,46.1,-85.7,MI,350
49839,0,0,0,1,0,0,0,1,46.65,-86.03,MI,404
49840,8,0,0,1,1,0,1,0,45.98,-86.02,MI,600
49841,1,1,0,4,8,0,0,4,46.29,-87.43,MI,5970
49847,1,0,1,0,1,0,0,2,45.71,-87.6,MI,870
49849,7,6,1,15,21,3,2,17,46.48,-87.66,MI,10630
49853,2,1,0,1,2,0,0,1,46.37,-85.74,MI,1080
49854,5,1,3,18,20,5,1,10,45.95,-86.25,MI,5200
49855,6,21,12,76,181,20,2,84,46.55,-87.39,MI,25420
49858,3,6,2,21,22,3,1,17,45.12,-87.62,MI,10340
49862,5,3,0,6,14,3,0,5,46.4,-86.59,MI,3520
49864,0,0,0,2,0,0,0,0,45.87,-86.67,MI,45
49866,1,1,0,5,16,4,0,11,46.49,-87.59,MI,7570
49868,11,3,1,7,15,3,0,5,46.35,-85.5,MI,3550
49870,1,1,1,5,9,1,0,3,45.8,-87.91,MI,3040
49871,0,0,0,0,0,0,1,0,46.43,-87.58,MI,449
49873,1,0,0,0,0,0,0,0,45.87,-87.48,MI,134
49874,1,0,0,2,1,0,0,2,45.68,-87.52,MI,820
49876,0,1,0,1,2,1,0,1,45.8,-87.99,MI,1060
49877,0,1,0,0,0,0,0,0,46.07,-87.73,MI,34
49878,4,1,1,4,2,0,0,1,45.92,-86.97,MI,3060
49879,3,0,0,0,0,0,0,1,46.4,-87.98,MI,900
49880,2,1,0,1,1,0,0,0,46.06,-87.16,MI,880
49881,2,0,0,1,0,0,0,0,46.08,-88.07,MI,270
49883,0,0,0,1,1,0,0,0,46.36,-85.97,MI,122
49884,1,0,0,0,0,0,0,0,46.37,-86.48,MI,400
49885,0,0,0,0,0,0,0,1,46.38,-87.23,MI,1740
49886,1,0,0,0,0,0,0,0,45.74,-87.53,MI,380
49887,2,3,0,5,5,1,1,2,45.41,-87.6,MI,1940
49892,0,2,0,0,0,0,0,2,45.78,-87.87,MI,1750
49893,2,0,0,0,1,1,0,1,45.3,-87.61,MI,1500
49894,0,0,1,1,0,0,0,0,45.79,-87.08,MI,630
49895,0,0,0,1,0,0,0,2,46.38,-86.62,MI,690
49896,0,0,0,0,0,0,0,1,45.68,-87.39,MI,1530
49901,1,0,0,1,0,0,0,0,47.31,-88.4,MI,312
49903,1,0,0,0,0,0,0,1,46.23,-88.45,MI,248
49905,3,1,0,0,0,0,0,5,47.09,-88.71,MI,1910
49908,4,0,1,1,6,1,0,1,46.77,-88.49,MI,2030
49910,0,0,0,0,1,0,0,0,46.6,-89.57,MI,300
49911,3,2,0,5,6,1,0,3,46.47,-90.04,MI,2230
49912,0,1,0,1,1,0,0,1,46.51,-89.21,MI,650
49913,2,6,2,11,18,3,1,10,47.24,-88.45,MI,6290
49915,1,1,0,1,1,1,0,0,46.06,-88.62,MI,812
49916,2,0,1,3,3,1,0,3,47.03,-88.53,MI,2660
49918,0,0,1,0,0,0,0,0,47.46,-87.81,MI,94
49919,1,0,0,0,0,0,0,0,46.51,-88.44,MI,177
49920,6,1,0,7,7,3,0,9,46.09,-88.32,MI,3330
49922,1,0,1,0,0,0,0,0,47.1,-88.48,MI,1091
49925,0,0,0,2,5,0,0,1,46.54,-89.3,MI,440
49927,0,1,0,0,0,0,0,0,46.05,-88.6,MI,350
49929,2,0,0,0,0,0,0,0,46.82,-89.07,MI,228
49930,9,4,8,13,23,4,1,18,47.13,-88.6,MI,5390
49931,3,3,3,19,35,7,0,29,47.11,-88.56,MI,4820
49934,0,0,0,1,2,0,0,2,47.17,-88.43,MI,817
49935,9,1,0,12,12,7,0,20,46.09,-88.63,MI,4850
49938,5,7,2,16,15,9,0,15,46.45,-90.15,MI,6100
49942,1,0,0,0,0,0,0,0,47.27,-88.41,MI,0
49945,1,0,1,3,2,2,0,1,47.08,-88.4,MI,2240
49946,9,1,2,7,11,2,2,2,46.72,-88.28,MI,3360
49947,1,0,0,0,3,0,0,0,46.38,-89.68,MI,490
49948,2,0,0,1,0,0,0,0,46.77,-89.08,MI,460
49950,2,1,0,1,1,0,2,1,47.3,-88.37,MI,980
49953,3,2,0,4,7,1,0,3,46.86,-89.31,MI,2030
49958,6,0,0,0,0,0,1,2,46.82,-88.63,MI,1050
49959,1,0,0,0,0,0,0,0,46.47,-90,MI,385
49962,2,0,0,0,0,0,0,0,46.89,-88.18,MI,180
49963,0,0,1,0,1,0,0,2,47.07,-88.64,MI,785
49964,1,0,0,0,0,0,0,0,46.07,-88.63,MI,210
49965,0,1,0,1,0,0,0,0,47,-88.75,MI,360
49967,3,0,0,0,0,0,0,1,46.48,-89.02,MI,350
49968,8,2,0,2,5,2,0,0,46.47,-89.93,MI,1640
49969,1,0,0,0,0,0,0,0,46.27,-89.18,MI,1020
49970,0,0,0,0,0,1,0,0,46.53,-88.6,MI,190
49971,1,0,0,1,0,0,0,0,46.75,-89.58,MI,456
50001,0,1,0,0,0,0,0,0,41.36,-93.47,IA,590
50002,1,0,0,3,2,0,0,4,41.5,-94.64,IA,1160
50003,3,5,1,13,22,4,0,34,41.61,-94.02,IA,7210
50005,0,0,0,1,0,0,0,0,42.11,-92.98,IA,600
50006,0,0,0,2,0,0,9,1,42.51,-93.37,IA,1530
50007,0,0,0,0,0,0,0,1,41.81,-93.61,IA,490
50008,0,0,0,1,0,0,0,0,40.7,-93.36,IA,770
50009,1,8,2,24,37,3,1,25,41.65,-93.47,IA,18080
50010,5,18,12,71,120,28,2,129,42.02,-93.62,IA,23850
50011,0,2,2,0,1,1,0,5,42.02,-93.64,IA,75
50012,0,0,0,0,0,0,0,1,42.03,-93.65,IA,62
50014,0,7,8,9,20,4,0,29,42.05,-93.69,IA,16590
50020,0,1,1,4,3,2,0,3,41.44,-94.76,IA,1240
50021,1,14,9,45,57,10,0,56,41.72,-93.6,IA,25700
50022,1,6,2,32,44,6,1,20,41.39,-95.01,IA,7330
50023,2,7,12,48,61,6,1,59,41.71,-93.62,IA,33420
50025,3,1,0,11,15,1,0,9,41.71,-94.92,IA,2740
50026,0,0,0,1,0,0,0,1,41.84,-94.42,IA,470
50027,1,0,0,0,0,1,0,0,41.5,-92.46,IA,270
50028,0,0,0,4,2,0,0,1,41.82,-93.15,IA,1490
50029,0,0,0,1,0,1,0,0,41.85,-94.55,IA,520
50034,0,0,0,2,0,0,0,0,42.47,-93.64,IA,390
50035,2,1,0,4,8,1,0,2,41.68,-93.46,IA,6920
50036,1,13,2,23,37,6,1,23,42.05,-93.87,IA,14890
50040,0,0,0,1,0,0,0,0,42.17,-94.1,IA,218
50041,0,0,0,0,1,0,0,0,42.64,-93.25,IA,85
50044,0,0,0,2,1,1,0,1,41.2,-92.88,IA,770
50046,1,0,0,1,2,0,0,2,41.89,-93.53,IA,1510
50047,0,2,1,7,8,1,0,6,41.51,-93.48,IA,5740
50048,0,0,0,2,0,1,0,0,41.5,-94.52,IA,740
50049,0,3,0,11,21,3,0,12,41.01,-93.3,IA,5680
50050,0,0,0,1,1,0,0,0,42.15,-94.47,IA,610
50054,0,2,0,2,6,1,1,3,41.67,-93.24,IA,3140
50055,0,0,0,3,0,0,0,1,41.9,-93.3,IA,900
50056,0,0,0,1,2,1,0,0,42.01,-93.31,IA,1290
50058,1,2,0,6,6,2,0,1,41.87,-94.67,IA,1690
50060,0,4,0,7,13,3,0,8,40.75,-93.31,IA,2130
50061,0,0,0,1,1,1,0,5,41.48,-93.76,IA,1950
50062,0,1,0,0,0,0,1,0,41.2,-93.27,IA,510
50063,0,2,0,5,4,0,0,5,41.68,-93.98,IA,2590
50064,0,0,0,0,0,0,0,1,42.11,-94.24,IA,125
50067,0,0,0,0,0,0,1,0,40.72,-93.86,IA,300
50069,0,0,0,2,1,0,0,1,41.52,-94.03,IA,990
50070,0,0,0,0,1,0,0,0,41.51,-94.22,IA,1410
50071,0,1,0,2,0,0,1,0,42.65,-93.5,IA,850
50072,1,0,0,3,3,0,4,3,41.49,-94.12,IA,2580
50073,0,0,0,1,1,1,0,0,41.79,-93.51,IA,1250
50074,0,1,0,0,1,0,0,0,40.84,-94.1,IA,310
50075,0,0,0,1,0,1,0,1,42.31,-93.58,IA,810
50076,0,0,0,1,1,0,0,3,41.59,-94.87,IA,1260
50078,0,0,0,0,0,0,1,0,41.94,-92.86,IA,116
50104,0,0,0,1,0,0,0,0,41.48,-92.39,IA,145
50105,1,0,0,0,1,0,0,3,42.1,-93.64,IA,1230
